ann_id,orientation,n_painted,n_found,tape_verdict,injected_verdict,gt_swapped,n_marker_scored,n_unassigned,n_ambiguous,n_gross_miss
435295,FRONT,4,4,CORRECT,SWAPPED,0,4,0,0,0
435518,FRONT,4,4,CORRECT,SWAPPED,0,4,0,0,0
435548,REAR,2,2,CORRECT,SWAPPED,0,1,0,1,0
435593,FRONT,3,3,CORRECT,SWAPPED,0,3,0,0,0
435735,FRONT,2,2,CORRECT,SWAPPED,0,1,0,0,1
436573,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
436723,OBLIQUE,2,2,CORRECT,SWAPPED,0,2,0,0,0
436771,REAR,4,4,SWAPPED,CORRECT,1,2,0,0,2
436867,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
436909,OBLIQUE,3,3,CORRECT,SWAPPED,0,2,0,1,0
437148,OBLIQUE,3,3,CORRECT,SWAPPED,0,3,0,0,0
437304,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
437440,REAR,4,3,CORRECT,SWAPPED,0,2,0,0,1
437585,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
437827,PROFILE,4,4,CORRECT,SWAPPED,0,2,0,2,0
437859,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
438097,OBLIQUE,3,3,CORRECT,SWAPPED,0,1,0,1,1
438300,REAR,1,1,NO_SIGNAL,NO_SIGNAL,0,0,0,1,0
438383,REAR,4,4,CORRECT,SWAPPED,0,2,0,2,0
438449,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
438455,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
438578,OBLIQUE,3,3,CORRECT,SWAPPED,0,1,0,0,2
438675,REAR,4,4,CORRECT,SWAPPED,0,1,0,2,1
439279,OBLIQUE,3,3,CORRECT,SWAPPED,0,3,0,0,0
439637,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
439875,OBLIQUE,4,4,CORRECT,SWAPPED,0,3,0,1,0
440079,REAR,4,4,SWAPPED,CORRECT,1,2,0,1,1
440378,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
440408,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
440486,OBLIQUE,4,4,CORRECT,SWAPPED,0,2,0,0,2
440697,PROFILE,4,4,CORRECT,SWAPPED,0,4,0,0,0
440790,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
441086,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
441345,PROFILE,4,4,CORRECT,SWAPPED,0,3,0,0,1
441360,OBLIQUE,2,2,CORRECT,SWAPPED,0,2,0,0,0
441375,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
441409,PROFILE,1,1,CORRECT,SWAPPED,0,1,0,0,0
441780,PROFILE,3,3,CORRECT,SWAPPED,0,3,0,0,0
441861,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
442003,OBLIQUE,1,1,CORRECT,SWAPPED,0,1,0,0,0
442173,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
442260,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
442617,OBLIQUE,3,3,CORRECT,SWAPPED,0,2,0,1,0
442719,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
442873,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
442886,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
442946,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
443248,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
443283,OBLIQUE,3,3,CORRECT,SWAPPED,0,3,0,0,0
444129,REAR,3,3,CORRECT,SWAPPED,0,2,0,1,0
444415,OBLIQUE,2,2,CORRECT,SWAPPED,0,2,0,0,0
444711,OBLIQUE,2,2,CORRECT,SWAPPED,0,2,0,0,0
444794,OBLIQUE,2,2,CORRECT,SWAPPED,0,1,0,0,1
444800,PROFILE,3,3,CORRECT,SWAPPED,0,2,0,1,0
445315,OBLIQUE,4,4,CORRECT,SWAPPED,0,3,0,0,1
445492,REAR,4,4,CORRECT,SWAPPED,0,3,0,0,1
445496,OBLIQUE,1,3,CORRECT,SWAPPED,0,1,0,0,2
446017,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
446087,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
446446,REAR,4,4,CORRECT,SWAPPED,0,3,0,0,1
446456,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
447061,REAR,3,3,CORRECT,SWAPPED,0,2,0,0,1
447115,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
447686,OBLIQUE,3,3,CORRECT,SWAPPED,0,2,0,0,1
447701,PROFILE,2,2,CORRECT,SWAPPED,0,2,0,0,0
447753,PROFILE,3,3,CORRECT,SWAPPED,0,2,0,1,0
448392,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
448505,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
448741,PROFILE,2,2,CORRECT,SWAPPED,0,2,0,0,0
449078,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
449097,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
449173,PROFILE,2,2,CORRECT,SWAPPED,0,2,0,0,0
449503,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
449523,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
450170,PROFILE,4,4,CORRECT,SWAPPED,0,2,0,2,0
451097,PROFILE,3,3,CORRECT,SWAPPED,0,3,0,0,0
451122,OBLIQUE,1,1,NO_SIGNAL,NO_SIGNAL,0,0,0,1,0
451372,OBLIQUE,4,4,INCONSISTENT,INCONSISTENT,0,4,0,0,0
451797,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
452210,REAR,4,4,CORRECT,SWAPPED,0,2,0,2,0
452583,OBLIQUE,3,3,CORRECT,SWAPPED,0,3,0,0,0
452992,OBLIQUE,3,3,CORRECT,SWAPPED,0,1,0,0,2
453092,REAR,3,3,SWAPPED,CORRECT,1,2,0,1,0
453554,OBLIQUE,4,4,CORRECT,SWAPPED,0,2,0,1,1
453741,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
454038,OBLIQUE,3,3,CORRECT,SWAPPED,0,3,0,0,0
454423,OBLIQUE,3,3,CORRECT,SWAPPED,0,3,0,0,0
454700,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
454709,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
455360,REAR,1,1,CORRECT,SWAPPED,0,1,0,0,0
455593,REAR,4,4,INCONSISTENT,INCONSISTENT,0,4,0,0,0
455635,REAR,3,2,CORRECT,SWAPPED,0,1,0,1,0
457389,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
457653,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
457916,REAR,1,1,CORRECT,SWAPPED,0,1,0,0,0
458241,PROFILE,2,2,CORRECT,SWAPPED,0,1,0,1,0
459049,PROFILE,4,4,CORRECT,SWAPPED,0,3,0,1,0
459085,OBLIQUE,4,4,CORRECT,SWAPPED,0,3,0,1,0
459131,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
459303,OBLIQUE,3,3,CORRECT,SWAPPED,0,3,0,0,0
459358,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
459611,OBLIQUE,4,4,INCONSISTENT,INCONSISTENT,1,4,0,0,0
460212,OBLIQUE,4,4,CORRECT,SWAPPED,0,2,0,2,0
460342,REAR,4,4,NO_SIGNAL,NO_SIGNAL,0,0,0,0,4
460450,OBLIQUE,2,2,CORRECT,SWAPPED,0,2,0,0,0
460541,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
460897,OBLIQUE,2,2,INCONSISTENT,INCONSISTENT,0,2,0,0,0
461267,REAR,4,4,CORRECT,SWAPPED,0,2,0,0,2
461614,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
461635,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
461736,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
462099,OBLIQUE,4,4,CORRECT,SWAPPED,0,2,0,2,0
462129,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
462535,OBLIQUE,3,3,CORRECT,SWAPPED,0,2,0,1,0
462820,OBLIQUE,4,4,CORRECT,SWAPPED,0,1,0,3,0
462921,OBLIQUE,2,2,CORRECT,SWAPPED,0,1,0,1,0
463052,REAR,1,1,CORRECT,SWAPPED,0,1,0,0,0
463106,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
463291,OBLIQUE,3,3,CORRECT,SWAPPED,0,2,0,1,0
463569,OBLIQUE,4,4,CORRECT,SWAPPED,0,2,0,2,0
464186,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
464298,OBLIQUE,3,3,SWAPPED,CORRECT,1,1,0,2,0
465064,OBLIQUE,3,3,CORRECT,SWAPPED,0,2,0,0,1
465357,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
465471,PROFILE,4,4,CORRECT,SWAPPED,0,3,0,1,0
465979,OBLIQUE,3,3,CORRECT,SWAPPED,0,3,0,0,0
466161,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
466585,REAR,2,2,NO_SIGNAL,NO_SIGNAL,0,0,0,2,0
466750,REAR,3,3,CORRECT,SWAPPED,0,2,0,1,0
467182,OBLIQUE,3,3,CORRECT,SWAPPED,0,1,0,2,0
467327,OBLIQUE,2,2,CORRECT,SWAPPED,0,2,0,0,0
467372,OBLIQUE,1,1,CORRECT,SWAPPED,1,1,0,0,0
467566,OBLIQUE,4,3,CORRECT,SWAPPED,0,3,0,0,0
467588,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
467968,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
468605,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
468900,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
469105,OBLIQUE,4,3,CORRECT,SWAPPED,0,2,0,1,0
469126,OBLIQUE,1,1,NO_SIGNAL,NO_SIGNAL,0,0,0,0,1
469201,PROFILE,4,4,CORRECT,SWAPPED,0,4,0,0,0
469367,OBLIQUE,2,2,CORRECT,SWAPPED,0,2,0,0,0
469408,OBLIQUE,4,3,CORRECT,SWAPPED,0,1,0,1,1
469488,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
469614,REAR,4,4,CORRECT,SWAPPED,0,3,0,1,0
469806,OBLIQUE,3,3,CORRECT,SWAPPED,0,2,0,1,0
470070,OBLIQUE,3,3,CORRECT,SWAPPED,0,1,0,2,0
470457,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
471070,OBLIQUE,4,4,CORRECT,SWAPPED,0,2,0,2,0
471260,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
471411,OBLIQUE,3,3,CORRECT,SWAPPED,0,2,0,1,0
471975,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
472020,REAR,1,1,NO_SIGNAL,NO_SIGNAL,0,0,0,0,1
472373,OBLIQUE,3,3,CORRECT,SWAPPED,0,3,0,0,0
472619,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
472656,REAR,3,2,CORRECT,SWAPPED,0,2,0,0,0
472775,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
473140,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
473391,REAR,4,4,CORRECT,SWAPPED,0,1,0,0,3
473482,OBLIQUE,2,2,NO_SIGNAL,NO_SIGNAL,0,0,0,1,1
473712,PROFILE,4,4,CORRECT,SWAPPED,0,4,0,0,0
473873,REAR,3,3,CORRECT,SWAPPED,0,2,0,1,0
473918,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
473979,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
474056,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
474120,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
474561,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
475132,OBLIQUE,3,3,CORRECT,SWAPPED,0,3,0,0,0
475362,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
475816,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
476239,OBLIQUE,3,3,CORRECT,SWAPPED,0,3,0,0,0
477002,REAR,4,4,CORRECT,SWAPPED,0,3,0,1,0
477030,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
477234,OBLIQUE,4,4,CORRECT,SWAPPED,0,3,0,0,1
478354,OBLIQUE,3,3,CORRECT,SWAPPED,0,3,0,0,0
478920,OBLIQUE,3,3,CORRECT,SWAPPED,0,3,0,0,0
479066,OBLIQUE,4,4,CORRECT,SWAPPED,0,2,0,2,0
479129,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
479186,PROFILE,3,3,CORRECT,SWAPPED,0,1,0,2,0
479362,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
479751,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
479793,OBLIQUE,3,3,CORRECT,SWAPPED,0,2,0,1,0
480351,OBLIQUE,3,3,CORRECT,SWAPPED,0,3,0,0,0
480399,PROFILE,2,2,CORRECT,SWAPPED,0,2,0,0,0
480711,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
481237,PROFILE,3,3,CORRECT,SWAPPED,0,2,0,1,0
481975,REAR,3,3,CORRECT,SWAPPED,0,1,0,2,0
482173,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
482458,OBLIQUE,4,3,CORRECT,SWAPPED,0,1,0,0,2
483466,PROFILE,3,3,CORRECT,SWAPPED,0,2,0,1,0
483505,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
483604,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
483843,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
483933,REAR,1,1,CORRECT,SWAPPED,0,1,0,0,0
483966,OBLIQUE,2,2,INCONSISTENT,INCONSISTENT,0,2,0,0,0
484052,PROFILE,1,2,NO_SIGNAL,NO_SIGNAL,0,0,0,0,2
484807,OBLIQUE,2,2,CORRECT,SWAPPED,0,2,0,0,0
484844,OBLIQUE,2,2,CORRECT,SWAPPED,0,2,0,0,0
486087,OBLIQUE,2,2,CORRECT,SWAPPED,0,1,0,1,0
486282,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
487308,OBLIQUE,3,3,CORRECT,SWAPPED,0,3,0,0,0
487409,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
487727,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
488308,PROFILE,2,2,CORRECT,SWAPPED,0,1,0,1,0
488346,OBLIQUE,3,3,INCONSISTENT,INCONSISTENT,1,3,0,0,0
488647,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
488697,OBLIQUE,4,4,CORRECT,SWAPPED,0,2,0,2,0
488712,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
489768,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
490210,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
490428,OBLIQUE,3,3,CORRECT,SWAPPED,0,1,0,2,0
490951,PROFILE,2,2,CORRECT,SWAPPED,0,1,0,1,0
491328,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
492174,OBLIQUE,3,3,CORRECT,SWAPPED,0,3,0,0,0
492205,PROFILE,4,4,CORRECT,SWAPPED,0,2,0,0,2
492474,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
492613,PROFILE,4,4,CORRECT,SWAPPED,0,4,0,0,0
493153,OBLIQUE,3,3,CORRECT,SWAPPED,0,3,0,0,0
493371,OBLIQUE,4,4,CORRECT,SWAPPED,0,4,0,0,0
493455,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
493807,OBLIQUE,2,2,NO_SIGNAL,NO_SIGNAL,0,0,0,2,0
493908,REAR,4,4,CORRECT,SWAPPED,0,2,0,2,0
494213,REAR,4,4,CORRECT,SWAPPED,0,2,0,2,0
494456,REAR,4,3,CORRECT,SWAPPED,0,2,0,1,0
495199,REAR,3,4,CORRECT,SWAPPED,0,3,0,0,1
495624,PROFILE,4,4,CORRECT,SWAPPED,0,2,0,2,0
496537,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
496953,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
498500,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
499098,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
499851,PROFILE,1,1,CORRECT,SWAPPED,0,1,0,0,0
500446,PROFILE,2,2,CORRECT,SWAPPED,0,2,0,0,0
501136,REAR,3,3,CORRECT,SWAPPED,0,2,0,1,0
501462,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
502158,PROFILE,3,3,CORRECT,SWAPPED,0,3,0,0,0
502588,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
504367,REAR,4,3,NO_SIGNAL,NO_SIGNAL,0,0,0,3,0
505251,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
506412,REAR,4,4,CORRECT,SWAPPED,0,1,0,3,0
507402,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
507434,REAR,4,4,NO_SIGNAL,NO_SIGNAL,0,0,0,0,4
507939,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
510340,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
512187,REAR,4,4,CORRECT,SWAPPED,0,3,0,0,1
512580,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
514270,PROFILE,4,4,CORRECT,SWAPPED,0,4,0,0,0
514382,PROFILE,4,4,CORRECT,SWAPPED,0,4,0,0,0
515063,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
517783,PROFILE,3,3,CORRECT,SWAPPED,0,3,0,0,0
518898,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
521171,REAR,4,4,CORRECT,SWAPPED,0,2,0,0,2
524685,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
525513,REAR,3,3,CORRECT,SWAPPED,0,1,0,0,2
528736,REAR,2,2,NO_SIGNAL,NO_SIGNAL,0,0,0,2,0
529278,PROFILE,4,4,CORRECT,SWAPPED,0,4,0,0,0
530761,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
530981,PROFILE,4,4,CORRECT,SWAPPED,0,4,0,0,0
533014,REAR,4,4,CORRECT,SWAPPED,0,3,0,1,0
535705,REAR,1,1,NO_SIGNAL,NO_SIGNAL,0,0,0,0,1
537310,REAR,4,4,CORRECT,SWAPPED,0,2,0,0,2
538020,REAR,4,4,CORRECT,SWAPPED,0,4,0,0,0
538502,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
539235,REAR,3,3,CORRECT,SWAPPED,0,1,0,1,1
540161,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
541255,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
542658,REAR,1,1,CORRECT,SWAPPED,0,1,0,0,0
544087,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
544105,REAR,2,2,SWAPPED,CORRECT,1,2,0,0,0
544122,PROFILE,4,4,CORRECT,SWAPPED,0,2,0,2,0
544170,REAR,3,3,CORRECT,SWAPPED,0,3,0,0,0
544290,REAR,2,2,CORRECT,SWAPPED,0,2,0,0,0
562976,PROFILE,1,1,CORRECT,SWAPPED,0,1,0,0,0
1212963,PROFILE,3,3,CORRECT,SWAPPED,0,3,0,0,0
1220408,PROFILE,4,4,CORRECT,SWAPPED,0,4,0,0,0
1221093,PROFILE,3,3,NO_SIGNAL,NO_SIGNAL,0,0,0,3,0
1226248,PROFILE,2,2,CORRECT,SWAPPED,0,2,0,0,0
1254993,PROFILE,2,2,CORRECT,SWAPPED,0,2,0,0,0
1257628,PROFILE,1,1,CORRECT,SWAPPED,0,1,0,0,0
1257711,PROFILE,1,1,NO_SIGNAL,NO_SIGNAL,1,0,0,0,1
1274518,PROFILE,3,3,CORRECT,SWAPPED,0,3,0,0,0
1276280,PROFILE,3,3,CORRECT,SWAPPED,0,3,0,0,0
1292562,PROFILE,4,4,CORRECT,SWAPPED,0,4,0,0,0
1295366,PROFILE,4,4,CORRECT,SWAPPED,0,2,0,1,1
1296825,PROFILE,3,3,NO_SIGNAL,NO_SIGNAL,0,0,0,3,0
1323213,PROFILE,1,1,CORRECT,SWAPPED,0,1,0,0,0
1695700,PROFILE,4,4,CORRECT,SWAPPED,0,2,0,2,0
1712146,PROFILE,4,4,CORRECT,SWAPPED,0,4,0,0,0
1712950,PROFILE,3,3,CORRECT,SWAPPED,0,2,0,0,1
1717033,PROFILE,3,3,CORRECT,SWAPPED,0,2,0,1,0
1733037,PROFILE,2,2,NO_SIGNAL,NO_SIGNAL,0,0,0,2,0
1745053,PROFILE,1,1,CORRECT,SWAPPED,0,1,0,0,0
1748961,PROFILE,3,3,CORRECT,SWAPPED,0,1,0,1,1
1750838,PROFILE,3,3,CORRECT,SWAPPED,0,1,0,1,1
2154764,PROFILE,2,2,CORRECT,SWAPPED,0,1,0,1,0
2155556,PROFILE,3,3,CORRECT,SWAPPED,0,1,0,2,0
2155643,PROFILE,4,4,CORRECT,SWAPPED,0,4,0,0,0
2156784,PROFILE,4,4,CORRECT,SWAPPED,0,4,0,0,0
2158053,PROFILE,4,4,CORRECT,SWAPPED,0,4,0,0,0
2160596,PROFILE,4,4,CORRECT,SWAPPED,0,4,0,0,0
2163489,PROFILE,4,4,CORRECT,SWAPPED,0,4,0,0,0
